Network,Metric type,Metric,Market segment,Region,Country,Operator name,Unit,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,4Q 2003,1Q 2004,2Q 2004,3Q 2004,4Q 2004,1Q 2005,2Q 2005,3Q 2005,4Q 2005,1Q 2006,2Q 2006,3Q 2006,4Q 2006,1Q 2007,2Q 2007,3Q 2007,4Q 2007,1Q 2008,2Q 2008,3Q 2008,4Q 2008,1Q 2009,2Q 2009,3Q 2009,4Q 2009,1Q 2010,2Q 2010,3Q 2010,4Q 2010,1Q 2011,2Q 2011,3Q 2011,4Q 2011,1Q 2012,2Q 2012,3Q 2012,4Q 2012,1Q 2013,2Q 2013,3Q 2013,4Q 2013,1Q 2014,2Q 2014,3Q 2014,4Q 2014,1Q 2015,2Q 2015,3Q 2015,4Q 2015,1Q 2016,2Q 2016,3Q 2016,4Q 2016,1Q 2017,2Q 2017,3Q 2017,4Q 2017,1Q 2018,2Q 2018,3Q 2018,4Q 2018,1Q 2019,2Q 2019,3Q 2019,4Q 2019,1Q 2020,2Q 2020,3Q 2020,4Q 2020,1Q 2021,2Q 2021,3Q 2021,4Q 2021,1Q 2022,2Q 2022,3Q 2022,4Q 2022,1Q 2023,2Q 2023,3Q 2023,4Q 2023,1Q 2024,2Q 2024,Operator Type,MNO,GROUP,Service,Technology,PayTV service platform,Device,Mobile plan,Standardisation,Metric definition
Mobile,Connections,total,Total,Sub-SaharanAfrica,Ghana,Totalmarket,Unknown,,,5154513,7604053,11581978,14921995,16152265,18931812,22130303,23872075,25089846,27007426,28010424,28657366,29844352,31394793,35656384,36524096,37561810,32567355,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25391585,26013428,26311767,27007426,27204131,27394100,27554485,28010424,28125940,28483308,28643075,28657366,29014507,29258471,29366653,29844352,30912969,30989563,30905373,31394793,31928574,32698974,34610559,35656384,36595561,36876975,37514459,36524096,37860341,38074252,37909106,37561810,36094962,33341770,31947172,32567355,33233786,33497195,Unknown,Unknown,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Kenya,Safaricom,Unknown,,,5143500,9245000,12660000,15150000,16945000,18600000,19320500,21195500,22598500,26208000,27739000,29564000,31321000,35335000,38702000,42879000,43161000,48356000,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,23347000,24184000,25096000,26208000,25161000,25941000,26611000,27739000,28134000,29229000,29490000,29564000,29570000,29780000,29944000,31321000,31845000,33119000,34570000,35335000,35607000,36587000,38144000,38702000,39902000,41373000,41946000,42879000,42440000,42535000,43173000,43161000,45892000,46665000,48240000,48356000,49018000,49680000,firstentrant,Safaricom,Vodafone,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:firstentrant.March2017:ownedbyVodafoneKenya(40%)whichisitselfownedbyVodafoneGroup(87.5%)Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Kenya,Airtel,Unknown,,,1939000,2104000,3079000,2092000,3792404,4272964,5205279,5156269,7610632,8643696,8345916,9300484,13639643,15828444,18355184,17826520,19161424,20891209,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7681263,7876107,8300025,8643696,8405932,8604452,9051877,8345916,8121243,8044283,8013182,9300484,10653899,11804862,12405882,13639643,15038774,14719465,15024440,15828444,16408665,17003734,17932179,18355184,18033165,18822825,18575647,17826520,18122646,18443998,18722493,19161424,19173843,19576325,20440683,20891209,21355538,21819867,secondentrant,Airtel,Airtel,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:secondentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Kenya,TelkomKenya,Unknown,,,0,0,360000,762000,1056000,832000,807099,948000,1247000,1961000,2897545,3860559,4447945,3391946,3823457,4143693,3082450,1343276,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1469000,1652000,1850000,1961000,1957000,2131450,2514498,2897545,2804509,2898511,3435976,3860559,3804996,3995365,4188517,4447945,4053699,4235632,3559243,3391946,3190661,3441362,3766346,3823457,3844443,4009758,4161354,4143693,3783019,3422345,3237473,3082450,2758192,2522887,2110079,1343276,1478668,1614060,thirdentrant,TelkomKenya,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:thirdentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Kenya,EssarTelecom(yu),Unknown,,,0,0,134833,1360559,2016720,2008212,2912985,2496072,0,0,0,0,0,0,0,0,0,0,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fourthentrant,EssarTelecom(yu),Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:fourthentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Kenya,JamiiTelecommunications(Faiba),Unknown,,,0,0,0,0,0,0,0,0,0,0,0,6000,62069,111495,160921,236332,332585,498068,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,6000,25000,37356,49713,62069,74426,86782,99139,111495,123852,136208,148565,160921,178065,196301,214229,236332,254314,272392,296402,332585,368250,411549,456277,498068,545819,593570,laterentrant,JamiiTelecommunications(Faiba),Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:laterentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Kenya,Totalmarket,Unknown,,,7082500,11349000,16233833,19364559,23810124,25713176,28245863,29795841,31456132,36812696,38982461,42731043,49470657,54666885,61041562,65085545,65737459,71088553,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32497263,33712107,35246025,36812696,35523932,36676902,38177375,38982461,39059752,40171794,40939158,42731043,44053895,45617583,46588112,49470657,51011899,52160879,53252822,54666885,55330178,57168304,59991090,61041562,61957673,64401884,64897230,65085545,64599979,64673735,65429368,65737459,68192285,69175761,71247039,71088553,72398025,73707497,Unknown,Unknown,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Nigeria,MTN,Unknown,,,12281000,16511000,23077000,30827000,37701150,40206759,45368927,52088950,53715695,53719914,53173934,52273000,58197000,64310000,76548000,68471000,75635000,79663000,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,54533898,55704782,55113831,53719914,49755219,51159966,52162072,53173934,51652984,49321569,50308000,52273000,54529000,55185000,56035000,58197000,60265000,61498000,61633000,64310000,68489000,71105000,75025000,76548000,71512000,68921000,67542000,68471000,70185000,74156000,74099000,75635000,76751000,77122000,77645000,79663000,77749000,79393000,firstentrant,MTN,MTN,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:firstentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Nigeria,Airtel,Unknown,,,6396000,11098000,17197000,14777000,15834243,18028385,23092195,24847567,27556544,32268301,34116409,37233819,44180484,50186988,55642209,53926886,60065904,61834105,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28680757,29564766,31134625,32268301,33680757,31978848,32775916,34116409,34656605,34126901,34625744,37233819,38964324,39898448,41313633,44180484,45238335,45929995,48909678,50186988,51298878,52462347,55250798,55642209,50384950,50665723,51035565,53926886,55370983,58143494,58403066,60065904,60328560,60190732,60272854,61834105,63357061,64231217,firstentrant,Airtel,Airtel,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:firstentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Nigeria,Globacom,Unknown,,,8400000,11310771,16377008,17543834,19627415,19886014,24124716,25933867,28219089,32999384,37357843,38169780,45255297,51700052,54840192,54817353,60290012,61604576,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,29577125,31256677,31306472,32999384,34608793,36320572,36967712,37357843,37328827,37411407,37349979,38169780,39042979,40108508,40856649,45255297,46203703,46594981,49211474,51700052,51856114,52573907,54254550,54840192,52918718,50130540,52934990,54817353,55881893,56226479,59395911,60290012,60799946,61333528,61451508,61604576,62191448,62778320,thirdentrant,Globacom,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:thirdentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Nigeria,9Mobile,Unknown,,,0,0,314942,2923972,6791986,10752230,14912801,17035276,21103749,22161290,20809889,16955392,15917015,13641995,12982149,12789344,12852706,13935482,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22235557,22852232,23492214,22161290,21877542,22469896,22534800,20809889,19621806,18022674,17203940,16955392,16318508,15811684,15355061,15917015,16838403,15965250,15965096,13641995,12123185,12111674,12729222,12982149,12850383,12908092,12983433,12789344,12770917,12659356,12842575,12852706,13140608,13578431,13762115,13935482,11657703,10317916,fourthentrant,9Mobile,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:fourthentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Nigeria,otheroperators,Unknown,,,923000,1475840,6022542,7027503,6102105,4601070,2837485,2293700,2287845,2348727,524180,478040,259876,300586,265604,229248,249272,188808,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2273785,2328081,2204515,2348727,1390031,689092,542499,524180,543418,537682,513660,478040,437511,398761,277181,259876,264767,283658,286328,300586,323340,369637,275174,265604,226851,230050,226754,229248,251511,263434,250517,249272,243553,223801,316200,188808,176143,163478,Unknown,Unknown,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:n/a.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Nigeria,Totalmarket,Unknown,,,28000000,40395611,62988492,73099310,86056899,93474458,110336124,122199360,132882922,143497616,145982255,145110031,163809672,180139621,200278154,190233831,209092894,217225971,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,137301122,141706538,143251657,143497616,141312342,142618374,144982999,145982255,143803639,139420232,140001323,145110031,149292322,151402401,153837524,163809672,168810208,170271884,176005576,180139621,184090517,188622565,197534744,200278154,187892902,182855405,184722742,190233831,194460304,201448763,204991069,209092894,211263667,212448492,213447677,217225971,215131355,216883931,Unknown,Unknown,Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Rwanda,MTN,Unknown,,,Unknown,636646,1125083,1786672,2432423,2728354,3196721,3256410,3426009,3542974,3356566,3413000,4465000,5203000,6076000,6435000,6816000,7261000,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3451074,3475615,3484875,3542974,3418539,3362346,3416593,3356566,3445000,3510000,3575000,3413000,3574000,3805000,4203000,4465000,4600000,4677000,4906000,5203000,5205000,5407000,5896000,6076000,6162000,6475000,6428000,6435000,6468000,6585000,6792000,6816000,6919000,6977000,7170000,7261000,7405000,7501000,firstentrant,MTN,MTN,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:firstentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
Mobile,Connections,total,Total,Sub-SaharanAfrica,Rwanda,MillicomRwanda(Tigo),Unknown,,,Unknown,0,0,74785,549532,1192259,1192259,1938000,2499395,2742000,2905000,2836000,0,0,0,0,0,0,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2484000,2565000,2663000,2742000,2743000,2747000,2868000,2905000,2888000,2856433,2903000,2836000,2901000,2967490,3035503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thirdentrant,MillicomRwanda(Tigo),Unknown,Totals,Totals,Notspecified,Totals,All,Standardised,Mobile/Connections/total|Publicationdate:24September2024Basedonhistoricaldatauptoquarter2of2024|TotalactivemobileconnectionsexcludingIoTthatishandsetandmobilebroadbandconnectionsonly.Activesubscribersarethosethathaveusedtheirmobileaccountinthepast3months.Connectionsmetricsrelatetotheend-of-periodfigure.OperatorNotes:ThisoperatorisclassifiedasMobile:thirdentrant.Operatorattribution:mobilesubscribersarecountedonanetworkorwholesalebasis(thatiswherecustomersofserviceproviderswithouttheirownnetworkinfrastructureareallocatedtothenetworkoperator(s)thatsupport(s)theirservice).(Totalmarketvaluesarethesameforconnectionsmetricsonaretailornetworkbasissincethedifferenceisonlyintheallocationofsubscriberstooperator.)
